,V1,decimalLongitude,decimalLatitude,key,scientificName,year,month,day,t_r,V3
175,90,134.208734,34.008925,1829859958,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1975,4,7,128,Heloniopsis orientalis var. flavida
176,91,132.05695,34.464,1933826737,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1972,4,24,77,Heloniopsis orientalis var. flavida
177,92,135.5912,34.2156,1933954471,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1971,3,20,56,Heloniopsis orientalis var. flavida
178,93,131.637,34.4857,1933930897,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1971,4,7,121,Heloniopsis orientalis var. flavida
179,94,131.9415,34.1681,1933930902,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1971,4,11,128,Heloniopsis orientalis var. flavida
180,95,132.0252,34.3739,1933930912,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1971,4,11,123,Heloniopsis orientalis var. flavida
181,96,131.7405,34.3684,1933930925,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1971,4,11,105,Heloniopsis orientalis var. flavida
182,97,131.7405,34.3684,1934045931,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1971,4,11,105,Heloniopsis orientalis var. flavida
183,98,133.53574,33.55642,43211857,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1970,4,29,160,Heloniopsis orientalis var. flavida
184,99,133.37758,33.87172,1933931104,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1970,5,5,120,Heloniopsis orientalis var. flavida
185,100,131.9415,34.1681,1933930881,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1969,3,31,81,Heloniopsis orientalis var. flavida
186,101,134.65193,33.95582,43211855,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1969,8,8,283,Heloniopsis orientalis var. flavida
187,102,133.65704,33.59174,43212305,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1966,3,20,111,Heloniopsis orientalis var. flavida
188,103,132.0283,34.0614,1933930920,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1966,4,17,138,Heloniopsis orientalis var. flavida
189,104,132.0252,34.3739,1933930949,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1966,4,17,123,Heloniopsis orientalis var. flavida
190,105,133.53574,33.55642,43212310,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1965,5,16,200,Heloniopsis orientalis var. flavida
191,106,133.64203,33.58078,43212312,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1965,5,5,200,Heloniopsis orientalis var. flavida
192,107,134.65193,33.95582,43212334,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1965,8,4,283,Heloniopsis orientalis var. flavida
193,108,134.44717,34.0782,43212331,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1964,8,7,284,Heloniopsis orientalis var. flavida
194,109,136.1099,34.9441,1933977040,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1963,4,3,117,Heloniopsis orientalis var. flavida
195,110,134.53708,33.73306,43212343,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1962,8,4,281,Heloniopsis orientalis var. flavida
196,111,133.53574,33.55642,43212306,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1962,11,25,151,Heloniopsis orientalis var. flavida
197,112,136.5127,34.2889,1933930856,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1961,3,23,102,Heloniopsis orientalis var. flavida
198,113,136.5127,34.2889,1933930916,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1961,3,23,102,Heloniopsis orientalis var. flavida
199,114,133.53574,33.55642,43212307,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1961,5,29,200,Heloniopsis orientalis var. flavida
200,115,136.4455,35.0158,1933976987,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1960,7,21,244,Heloniopsis orientalis var. flavida
201,116,136.4455,35.0158,1933977029,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1960,7,21,244,Heloniopsis orientalis var. flavida
202,117,136.4292,35.019,1933992282,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1959,3,1,41,Heloniopsis orientalis var. flavida
203,118,136.4292,35.019,1933992381,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1959,3,1,41,Heloniopsis orientalis var. flavida
204,119,135.79846,34.40693,204379787,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1958,3,26,88,Heloniopsis orientalis var. flavida
205,120,133.53574,33.55642,43212309,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1955,7,19,271,Heloniopsis orientalis var. flavida
206,121,136.0908,34.5603,1933966138,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1954,5,23,172,Heloniopsis orientalis var. flavida
207,122,136.7011,34.4826,1933966122,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1953,4,3,152,Heloniopsis orientalis var. flavida
208,123,134.36575,34.06585,43212320,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1952,3,29,102,Heloniopsis orientalis var. flavida
209,124,139.22807,35.440758,295907834,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1952,4,13,85,Heloniopsis orientalis var. flavida
210,125,133.53574,33.55642,43212308,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1952,4,21,160,Heloniopsis orientalis var. flavida
211,126,135.85925,34.51769,204379786,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1951,3,14,90,Heloniopsis orientalis var. flavida
212,127,133.81232,34.03289,43212316,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1951,3,27,98,Heloniopsis orientalis var. flavida
213,128,134.36575,34.06585,43212315,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1950,4,29,155,Heloniopsis orientalis var. flavida
214,129,134.44717,34.0782,43212318,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1950,4,29,155,Heloniopsis orientalis var. flavida
215,130,134.44717,34.0782,43212319,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1950,4,29,155,Heloniopsis orientalis var. flavida
216,131,134.36575,34.06585,43212314,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1948,3,25,102,Heloniopsis orientalis var. flavida
217,132,134.5198,33.8741,1934144131,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1947,3,28,83,Heloniopsis orientalis var. flavida
218,133,134.65193,33.95582,43212325,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1947,4,28,157,Heloniopsis orientalis var. flavida
219,134,134.65193,33.95582,43212326,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1947,4,3,157,Heloniopsis orientalis var. flavida
220,135,133.81232,34.03289,43212336,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1947,4,24,150,Heloniopsis orientalis var. flavida
221,136,133.81232,34.03289,43212338,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1947,4,23,150,Heloniopsis orientalis var. flavida
222,137,133.81232,34.03289,43212340,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1947,4,23,150,Heloniopsis orientalis var. flavida
223,138,134.57877,34.16953,43212322,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1945,11,18,138,Heloniopsis orientalis var. flavida
224,139,135.8452,35.0059,1933930945,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1941,4,25,135,Heloniopsis orientalis var. flavida
225,140,133.71242,33.56778,43212302,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1936,5,10,196,Heloniopsis orientalis var. flavida
226,141,133.71242,33.56778,43212303,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1935,10,7,196,Heloniopsis orientalis var. flavida
227,142,135.5912,34.2156,1934003219,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1915,8,1,235,Heloniopsis orientalis var. flavida
228,143,135.5912,34.2156,1934003243,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1913,3,15,56,Heloniopsis orientalis var. flavida
229,144,133.6545,33.9506,1934096640,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1889,3,1,88,Heloniopsis orientalis var. flavida
230,145,135.941,34.2524,1933992281,Heloniopsis orientalis var. flavida (Nakai) Ohwi,1888,5,1,110,Heloniopsis orientalis var. flavida
231,1,136.37796,34.99507,2576089507,Heloniopsis orientalis var. orientalis,2015,5,29,161,Heloniopsis orientalis var. orientalis
232,2,135.03125,34.820833,1830530813,Heloniopsis orientalis var. orientalis,2013,4,9,143,Heloniopsis orientalis var. orientalis
233,3,135.08125,34.7875,1830532002,Heloniopsis orientalis var. orientalis,2013,4,14,142,Heloniopsis orientalis var. orientalis
234,4,138.130611,36.887917,1934033275,Heloniopsis orientalis var. orientalis,2010,7,24,158,Heloniopsis orientalis var. orientalis
235,5,138.086667,36.757722,1934033477,Heloniopsis orientalis var. orientalis,2010,7,23,190,Heloniopsis orientalis var. orientalis
236,6,140.081111,35.153611,1933982372,Heloniopsis orientalis var. orientalis,2008,2,20,68,Heloniopsis orientalis var. orientalis
237,7,130.831944,31.510028,1934004866,Heloniopsis orientalis var. orientalis,2008,2,20,80,Heloniopsis orientalis var. orientalis
238,8,137.616667,35.75,1933897837,Heloniopsis orientalis var. orientalis,2008,4,28,82,Heloniopsis orientalis var. orientalis
239,9,134.545472,35.39525,1933982420,Heloniopsis orientalis var. orientalis,2008,5,9,133,Heloniopsis orientalis var. orientalis
240,10,132.845028,35.077667,1934032808,Heloniopsis orientalis var. orientalis,2008,5,8,130,Heloniopsis orientalis var. orientalis
241,11,140.683333,39.45,1933897303,Heloniopsis orientalis var. orientalis,2007,6,8,153,Heloniopsis orientalis var. orientalis
242,12,134.559497,35.401028,1933863715,Heloniopsis orientalis var. orientalis,2005,4,23,106,Heloniopsis orientalis var. orientalis
243,13,132.916667,33.3,1830685148,Heloniopsis orientalis var. orientalis,2004,4,10,125,Heloniopsis orientalis var. orientalis
244,14,133.883333,33.8,1830685168,Heloniopsis orientalis var. orientalis,2004,4,29,74,Heloniopsis orientalis var. orientalis
245,15,132.9,33.3,1830685195,Heloniopsis orientalis var. orientalis,2004,4,18,114,Heloniopsis orientalis var. orientalis
246,16,132.883333,33.266667,1830686192,Heloniopsis orientalis var. orientalis,2004,4,10,144,Heloniopsis orientalis var. orientalis
247,17,133.1,33.533333,1830686361,Heloniopsis orientalis var. orientalis,2004,4,17,138,Heloniopsis orientalis var. orientalis
248,18,136.4476,35.3393,1933838524,Heloniopsis orientalis var. orientalis,2004,4,6,131,Heloniopsis orientalis var. orientalis
249,19,133,33.466667,1830686306,Heloniopsis orientalis var. orientalis,2004,5,5,136,Heloniopsis orientalis var. orientalis
250,20,137.65,35.333333,1933896030,Heloniopsis orientalis var. orientalis,2004,6,16,175,Heloniopsis orientalis var. orientalis
251,21,133.15,33.316667,1830691778,Heloniopsis orientalis var. orientalis,2003,4,20,142,Heloniopsis orientalis var. orientalis
252,22,138.189685,36.829897,1829851024,Heloniopsis orientalis var. orientalis,2003,5,11,142,Heloniopsis orientalis var. orientalis
253,23,135.08299,34.6833,729293524,Heloniopsis orientalis var. orientalis,1998,4,19,143,Heloniopsis orientalis var. orientalis
254,24,136.605425,36.559725,1829850184,Heloniopsis orientalis var. orientalis,1998,5,17,171,Heloniopsis orientalis var. orientalis
255,25,134.633,35.483299,729314974,Heloniopsis orientalis var. orientalis,1998,5,10,140,Heloniopsis orientalis var. orientalis
256,26,134.64999,35.516701,729290420,Heloniopsis orientalis var. orientalis,1998,6,7,195,Heloniopsis orientalis var. orientalis
257,27,135.067,35.016701,729295860,Heloniopsis orientalis var. orientalis,1997,5,11,165,Heloniopsis orientalis var. orientalis
258,28,139.156025,34.215913,388830815,Heloniopsis orientalis var. orientalis,1997,6,5,197,Heloniopsis orientalis var. orientalis
259,29,135.08299,35.049999,729299854,Heloniopsis orientalis var. orientalis,1996,4,28,120,Heloniopsis orientalis var. orientalis
260,30,134.617,35.466702,729315165,Heloniopsis orientalis var. orientalis,1996,5,16,151,Heloniopsis orientalis var. orientalis
261,31,134.58299,35.383301,729318307,Heloniopsis orientalis var. orientalis,1996,5,19,154,Heloniopsis orientalis var. orientalis
262,32,134.517,35.3167,729287148,Heloniopsis orientalis var. orientalis,1996,6,23,165,Heloniopsis orientalis var. orientalis
263,33,135.233,34.75,729279161,Heloniopsis orientalis var. orientalis,1995,4,29,110,Heloniopsis orientalis var. orientalis
264,34,135.25,34.983299,729282238,Heloniopsis orientalis var. orientalis,1995,4,15,124,Heloniopsis orientalis var. orientalis
265,35,135.16701,34.9333,729282721,Heloniopsis orientalis var. orientalis,1995,4,27,137,Heloniopsis orientalis var. orientalis
266,36,135.217,34.783298,729276823,Heloniopsis orientalis var. orientalis,1995,5,6,173,Heloniopsis orientalis var. orientalis
267,37,135.283,34.833302,729295761,Heloniopsis orientalis var. orientalis,1995,5,14,181,Heloniopsis orientalis var. orientalis
268,38,135.283,34.75,729273036,Heloniopsis orientalis var. orientalis,1994,5,5,170,Heloniopsis orientalis var. orientalis
269,39,135.267,34.950001,729282137,Heloniopsis orientalis var. orientalis,1994,5,4,182,Heloniopsis orientalis var. orientalis
270,40,135.33299,34.766701,729294519,Heloniopsis orientalis var. orientalis,1994,6,14,226,Heloniopsis orientalis var. orientalis
271,41,135.283,34.75,729273037,Heloniopsis orientalis var. orientalis,1993,4,15,123,Heloniopsis orientalis var. orientalis
272,42,135.267,34.9333,729282532,Heloniopsis orientalis var. orientalis,1993,4,17,136,Heloniopsis orientalis var. orientalis
273,43,135.233,35.133301,729297561,Heloniopsis orientalis var. orientalis,1993,4,17,127,Heloniopsis orientalis var. orientalis
274,44,135.133,35.099998,729297984,Heloniopsis orientalis var. orientalis,1993,4,6,131,Heloniopsis orientalis var. orientalis
275,45,135.117,35.099998,729297989,Heloniopsis orientalis var. orientalis,1993,4,6,128,Heloniopsis orientalis var. orientalis
276,46,135.14999,34.75,729278165,Heloniopsis orientalis var. orientalis,1993,5,5,181,Heloniopsis orientalis var. orientalis
277,47,135.10001,34.766701,729277941,Heloniopsis orientalis var. orientalis,1992,4,14,138,Heloniopsis orientalis var. orientalis
278,48,135.217,34.766701,729277446,Heloniopsis orientalis var. orientalis,1992,5,4,164,Heloniopsis orientalis var. orientalis
279,49,134.66701,35.033298,729292295,Heloniopsis orientalis var. orientalis,1992,5,2,180,Heloniopsis orientalis var. orientalis
280,50,134.633,35.533298,729310769,Heloniopsis orientalis var. orientalis,1992,5,17,142,Heloniopsis orientalis var. orientalis
281,51,134.633,35.466702,729315116,Heloniopsis orientalis var. orientalis,1992,6,23,183,Heloniopsis orientalis var. orientalis
282,52,135.217,35.002201,729284376,Heloniopsis orientalis var. orientalis,1992,7,30,246,Heloniopsis orientalis var. orientalis
283,53,135,34.5667,729269881,Heloniopsis orientalis var. orientalis,1991,4,7,143,Heloniopsis orientalis var. orientalis
284,54,134.983,34.5667,729298211,Heloniopsis orientalis var. orientalis,1991,4,7,139,Heloniopsis orientalis var. orientalis
285,55,135.267,34.883301,729281095,Heloniopsis orientalis var. orientalis,1991,5,24,184,Heloniopsis orientalis var. orientalis
286,56,134.867,35.083302,729297118,Heloniopsis orientalis var. orientalis,1991,5,3,176,Heloniopsis orientalis var. orientalis
287,57,135.14999,35.051701,729299747,Heloniopsis orientalis var. orientalis,1991,5,4,171,Heloniopsis orientalis var. orientalis
288,58,134.983,35.233299,729311521,Heloniopsis orientalis var. orientalis,1991,5,3,157,Heloniopsis orientalis var. orientalis
289,59,135.10201,35.150299,729319257,Heloniopsis orientalis var. orientalis,1991,6,6,223,Heloniopsis orientalis var. orientalis
290,60,134.517,35.349998,729325683,Heloniopsis orientalis var. orientalis,1991,6,8,154,Heloniopsis orientalis var. orientalis
291,61,135.14999,34.783298,729274852,Heloniopsis orientalis var. orientalis,1990,2,4,35,Heloniopsis orientalis var. orientalis
292,62,135.233,35.75,729273118,Heloniopsis orientalis var. orientalis,1990,4,30,116,Heloniopsis orientalis var. orientalis
293,63,134.7,35.016701,729301429,Heloniopsis orientalis var. orientalis,1990,6,3,208,Heloniopsis orientalis var. orientalis
294,64,133.052393,33.346518,1829858349,Heloniopsis orientalis var. orientalis,1989,5,2,164,Heloniopsis orientalis var. orientalis
295,65,140.5625,36.791667,1934155414,Heloniopsis orientalis var. orientalis,1986,6,26,175,Heloniopsis orientalis var. orientalis
296,66,135.69417,34.73533,1933826892,Heloniopsis orientalis var. orientalis,1985,4,18,142,Heloniopsis orientalis var. orientalis
297,67,135.67741,34.40839,1933906377,Heloniopsis orientalis var. orientalis,1983,4,22,98,Heloniopsis orientalis var. orientalis
298,68,135.67741,34.40839,1933906411,Heloniopsis orientalis var. orientalis,1983,4,22,98,Heloniopsis orientalis var. orientalis
299,69,140.1152,36.89,1934097880,Heloniopsis orientalis var. orientalis,1981,4,4,119,Heloniopsis orientalis var. orientalis
300,70,134.64999,34.883301,729325816,Heloniopsis orientalis var. orientalis,1981,6,13,221,Heloniopsis orientalis var. orientalis
301,71,137.55519,34.91903,1933826923,Heloniopsis orientalis var. orientalis,1979,4,11,146,Heloniopsis orientalis var. orientalis
302,72,137.55519,34.91903,1933826964,Heloniopsis orientalis var. orientalis,1979,4,11,146,Heloniopsis orientalis var. orientalis
303,73,134.79849,35.57761,1933826989,Heloniopsis orientalis var. orientalis,1978,4,23,130,Heloniopsis orientalis var. orientalis
304,74,141.700054,45.034185,388830737,Heloniopsis orientalis var. orientalis,1975,6,25,135,Heloniopsis orientalis var. orientalis
305,75,143.038174,42.082612,388830716,Heloniopsis orientalis var. orientalis,1974,7,6,178,Heloniopsis orientalis var. orientalis
306,76,134.533,35.383301,729318151,Heloniopsis orientalis var. orientalis,1973,5,13,134,Heloniopsis orientalis var. orientalis
307,77,139.588056,33.864444,1829888159,Heloniopsis orientalis var. orientalis,1972,5,7,170,Heloniopsis orientalis var. orientalis
308,78,139.588056,33.864444,1829888394,Heloniopsis orientalis var. orientalis,1972,5,4,170,Heloniopsis orientalis var. orientalis
309,79,139.588056,33.864444,1829888407,Heloniopsis orientalis var. orientalis,1972,5,7,170,Heloniopsis orientalis var. orientalis
310,80,139.164722,34.226667,1829888744,Heloniopsis orientalis var. orientalis,1972,6,26,202,Heloniopsis orientalis var. orientalis
311,81,135.05,35.200001,729311641,Heloniopsis orientalis var. orientalis,1969,5,25,182,Heloniopsis orientalis var. orientalis
312,82,133.531243,35.393488,1829870318,Heloniopsis orientalis var. orientalis,1967,5,9,141,Heloniopsis orientalis var. orientalis
313,83,136.45572,35.15547,1933877850,Heloniopsis orientalis var. orientalis,1966,3,31,40,Heloniopsis orientalis var. orientalis
314,84,134.634,35.468899,729329523,Heloniopsis orientalis var. orientalis,1966,6,18,170,Heloniopsis orientalis var. orientalis
315,85,136.4292,35.019,1933892006,Heloniopsis orientalis var. orientalis,1965,5,5,143,Heloniopsis orientalis var. orientalis
316,86,134.634,35.468899,729327882,Heloniopsis orientalis var. orientalis,1965,5,15,128,Heloniopsis orientalis var. orientalis
317,87,134.634,35.468899,729328811,Heloniopsis orientalis var. orientalis,1965,5,24,128,Heloniopsis orientalis var. orientalis
318,88,134.634,35.468899,729329610,Heloniopsis orientalis var. orientalis,1965,6,6,170,Heloniopsis orientalis var. orientalis
319,89,134.634,35.468899,729328634,Heloniopsis orientalis var. orientalis,1965,8,2,223,Heloniopsis orientalis var. orientalis
320,90,136.45572,35.15547,1933877870,Heloniopsis orientalis var. orientalis,1963,3,29,40,Heloniopsis orientalis var. orientalis
321,91,136.45572,35.15547,1933877875,Heloniopsis orientalis var. orientalis,1963,3,29,40,Heloniopsis orientalis var. orientalis
322,92,139.156025,34.215913,388830582,Heloniopsis orientalis var. orientalis,1963,4,11,134,Heloniopsis orientalis var. orientalis
323,93,141.146667,39.469167,1829902183,Heloniopsis orientalis var. orientalis,1963,7,22,225,Heloniopsis orientalis var. orientalis
324,94,133.544278,35.372861,1829892923,Heloniopsis orientalis var. orientalis,1962,5,17,97,Heloniopsis orientalis var. orientalis
325,95,138.963806,37.316611,1829901462,Heloniopsis orientalis var. orientalis,1961,5,30,157,Heloniopsis orientalis var. orientalis
326,96,138.963806,37.316611,1829901499,Heloniopsis orientalis var. orientalis,1961,5,30,157,Heloniopsis orientalis var. orientalis
327,97,134.764167,34.988333,1829890634,Heloniopsis orientalis var. orientalis,1960,5,15,189,Heloniopsis orientalis var. orientalis
328,98,139.388146,36.865587,388830566,Heloniopsis orientalis var. orientalis,1960,8,28,180,Heloniopsis orientalis var. orientalis
329,99,142.985298,43.779923,388830703,Heloniopsis orientalis var. orientalis,1960,8,3,120,Heloniopsis orientalis var. orientalis
330,100,136.421228,35.001237,1829824191,Heloniopsis orientalis var. orientalis,1959,5,4,140,Heloniopsis orientalis var. orientalis
331,101,139.910378,39.194088,1829818123,Heloniopsis orientalis var. orientalis,1959,8,2,250,Heloniopsis orientalis var. orientalis
332,102,137.8625,36.698056,1829899738,Heloniopsis orientalis var. orientalis,1958,6,24,186,Heloniopsis orientalis var. orientalis
333,103,139.3902,35.5762,1934061691,Heloniopsis orientalis var. orientalis,1956,1,1,39,Heloniopsis orientalis var. orientalis
334,104,138.456667,35.768889,1829896111,Heloniopsis orientalis var. orientalis,1956,5,27,157,Heloniopsis orientalis var. orientalis
335,105,142.854204,43.663542,388830587,Heloniopsis orientalis var. orientalis,1956,7,24,85,Heloniopsis orientalis var. orientalis
336,106,140.002643,37.619764,1829825264,Heloniopsis orientalis var. orientalis,1955,5,2,110,Heloniopsis orientalis var. orientalis
337,107,138.645315,36.410905,1829823866,Heloniopsis orientalis var. orientalis,1955,6,5,145,Heloniopsis orientalis var. orientalis
338,108,138.177958,36.100541,1829824351,Heloniopsis orientalis var. orientalis,1953,7,19,173,Heloniopsis orientalis var. orientalis
339,109,138.157313,35.461261,1829824184,Heloniopsis orientalis var. orientalis,1953,8,3,117,Heloniopsis orientalis var. orientalis
340,110,139.173198,36.903438,1829824158,Heloniopsis orientalis var. orientalis,1952,7,27,142,Heloniopsis orientalis var. orientalis
341,111,139.173198,36.903438,1829824175,Heloniopsis orientalis var. orientalis,1951,7,6,142,Heloniopsis orientalis var. orientalis
342,112,139.203275,36.918628,1829824376,Heloniopsis orientalis var. orientalis,1951,7,4,177,Heloniopsis orientalis var. orientalis
343,113,139.173198,36.903438,1829825266,Heloniopsis orientalis var. orientalis,1951,7,6,142,Heloniopsis orientalis var. orientalis
344,114,140.47931,38.24942,1933826886,Heloniopsis orientalis var. orientalis,1946,4,28,56,Heloniopsis orientalis var. orientalis
345,115,140.15555,35.159,1933873370,Heloniopsis orientalis var. orientalis,1938,5,1,172,Heloniopsis orientalis var. orientalis
346,116,138.9302,36.8344,1934153508,Heloniopsis orientalis var. orientalis,1936,7,11,160,Heloniopsis orientalis var. orientalis
347,117,138.9302,36.8344,1934153512,Heloniopsis orientalis var. orientalis,1936,7,11,160,Heloniopsis orientalis var. orientalis
348,118,137.6295,36.152,1934061698,Heloniopsis orientalis var. orientalis,1935,8,7,203,Heloniopsis orientalis var. orientalis
349,119,139.0413,35.1277,1934061716,Heloniopsis orientalis var. orientalis,1934,4,24,110,Heloniopsis orientalis var. orientalis
350,120,139.0413,35.1277,1934061726,Heloniopsis orientalis var. orientalis,1934,4,24,110,Heloniopsis orientalis var. orientalis
351,121,137.6182,36.5793,1933977001,Heloniopsis orientalis var. orientalis,1915,7,30,105,Heloniopsis orientalis var. orientalis
